,authorJob,authorJobLocation,careerOpportunitiesRating,company,compensationAndBenefitsRating,cultureAndValuesRating,reviewDate,reviewDescription,reviewHeadline,seniorLeadershipRating,workLifeBalanceRating,language,tokens
41,"Secrétaire bilingue anglais (Ancien employé), ",Paris et Banlieue,5.0,BNP Paribas,5.0,5.0,26 juin 2015,"Groupe intéressant.,Bonnes possibilités d'évolution.,Travail en équipe.,Secteurs diversifiés et intéressants",Très bon groupe,5.0,5.0,fr,"[diversifié intéressant, intéressant.,bon possibilité, possibilité évolution.,travail, équipe.,secteur diversifié, évolution.,travail équipe.,secteur, intéressant.,bon, possibilité, évolution.,travail, équipe.,secteur, diversifié, intéressant]"
43,"Technicien support - CDD (Ancien employé), ",Montreuil,4.0,BNP Paribas,4.0,4.0,23 février 2015,"Rien a signaler d'autre a propos de cette entreprise,pas d'avantages particuliers",Bonne ambience de travail,4.0,4.0,fr,"[autre propos, avantages particulier, entreprise,pa avantages, propos entreprise,pa, signaler autre, signaler, autre, propos, entreprise,pa, avantages, particulier]"
44,"Technicien Informatique (Employé actuel), ","Levallois-Perret, A8",4.0,BNP Paribas,3.0,4.0,19 février 2015,"Gestion tickets,Appel Téléphonique,Intervention sur place et a distance,livraison matériels",Poste satisfaisant,3.0,4.0,fr,"[distance,livraison matériel, gestion tickets,appel, place distance,livraison, tickets,appel téléphonique,intervention, téléphonique,intervention place, gestion, tickets,appel, téléphonique,intervention, place, distance,livraison, matériel]"
45,"Analyste crédit (Ancien employé), ",Rabat,4.0,BNP Paribas,4.0,4.0,16 février 2015,Disponibilité du Management pour me former à l'analyse de bilan et à la préparation des dossiers de crédit pour la clientèle PME.,Un environnement de travail agréable,4.0,4.0,fr,"[analyse bilan, bilan préparation, clientèle pme, crédit clientèle, disponibilité management, dossier crédit, former analyse, management former, préparation dossier, disponibilité, management, former, analyse, bilan, préparation, dossier, crédit, clientèle, pme]"
46,"Conseiller Clientèle / financier (Ancien employé), ","L'Isle-Adam, A8",2.0,BNP Paribas,1.0,3.0,2 février 2015,"Journées différentes et bien remplies.,Transmission et réception des appels / mails,Prospection et démarchage des apporteurs d'affaire,Accueil, réception et détection des besoins des prospects et clients,Vente des produits et services financiers,Montage des dossier de financement en crédit immobilier et personnel,Accompagnement des clients jusqu'à la signature notaire.",Poste très intéressant et varié,3.0,3.0,fr,"[appel mails,prospection, apporteur affaire,accueil, besoin prospect, clients signature, clients,vente produit, crédit immobilier, différent remplies.,transmission, dossier crédit, démarchage apporteur, détection besoin, financiers,montage dossier, immobilier clients, journée différent, mails,prospection démarchage, produit service, prospect clients,vente, service financiers,montage, signature notaire, affaire,accueil réception, remplies.,transmission réception, réception appel, réception détection, journée, différent, remplies.,transmission, réception, appel, mails,prospection, démarchage, apporteur, affaire,accueil, réception, détection, besoin, prospect, clients,vente, produit, service, financiers,montage, dossier, crédit, immobilier, clients, signature, notaire]"
47,"Auxiliaire de vacances (Ancien employé), ","Cellule, 98",5.0,BNP Paribas,4.0,3.0,29 janvier 2015,"Ma journée débutait à 9h et se finissait à 17h,J'ai été chargé du traitement des courriers, de la mise à jour des bases de données des clients de la BNP, du contrôle des signataires de la banque, ainsi que du rangement des archives.,Ma pause déjeuner était d'une durée de 1h entre 12h et 13h ou 13h et 14h.,Travailler à la BNP m'a permis d'acquérir une première et vrai expérience dans le monde du travail en entreprise.,J'ai été très bien accueilli et tous étaient très disponible en cas d'incompréhension dans les taches qui m'on été confiés.",environnement de travail agréable,4.0,5.0,fr,"[14h.,travailler permettre, 17h,j charger, 1h 12h, 9h finir, accueillir disponible, acquérir première, archives.,ma pause, banque rangement, bases donnée, cas incompréhension, charger traitement, clients contrôle, contrôle signataire, courrier mise, disponible cas, donnée clients, durée 1h, débuter 9h, déjeuner durée, entreprise.,j accueillir, expérience monde, finir 17h,j, incompréhension taches, jour bases, journée débuter, mise jour, monde travail, mum journée, pause déjeuner, permettre acquérir, première expérience, rangement archives.,ma, signataire banque, taches confiére, traitement courrier, travail entreprise.,j, 12h 13h, 13h 14h.,travailler, 13h 13h, mum, journée, débuter, 9h, finir, 17h,j, charger, traitement, courrier, mise, jour, bases, donnée, clients, contrôle, signataire, banque, rangement, archives.,ma, pause, déjeuner, durée, 1h, 12h, 13h, 13h, 14h.,travailler, permettre, acquérir, première, expérience, monde, travail, entreprise.,j, accueillir, disponible, cas, incompréhension, taches, confiére]"
48,"Responsable service courrier (Ancien employé), ",montreuil,0.0,BNP Paribas,0.0,0.0,26 janvier 2015,"prise de poste 8 h 30, réception courrier postal + navettes, tris par site, redistribution sur tous les sites. Temps en dehors de la redistribution : réception colis postaux et coursiers. Information auprès des personnes concernées. Renseignement des tableaux à la fin de chaque tournée et statistiques globales en fin de journée.",bonne ambiance,0.0,0.0,fr,"[+ navette, 8 h, colis postaux, concernée tableau, courrier postal, coursier information, h 30, information person, navette tri, person concernée, postal +, postaux coursier, priser 8, statistique global, tournée statistique, 30 réception, fin journée, fin tournée, global fin, réception colis, réception courrier, site temps, tableau fin, temps redistribution, tri site, redistribution réception, redistribution site, site redistribution, priser, 8, h, 30, réception, courrier, postal, +, navette, tri, site, redistribution, site, temps, redistribution, réception, colis, postaux, coursier, information, person, concernée, tableau, fin, tournée, statistique, global, fin, journée]"
49,"Assistant du Responsable Marketing (Ancien employé), ",Luxembourg,4.0,BNP Paribas,4.0,4.0,14 janvier 2015,"BGL BNP Paribas étant un groupe Internationale, les perspectives d'évolution sont intéressantes de part la mobilité internationale qu'il offre.,Le travail est structuré et les horaires sont contrôlé par un système de carte électronique ne laissant aucun doute quant aux heures réalisées.,Management à l'écoute de son équipe, cependant le demande d'autonomie reste un des aspects primordiale de l'entreprise.,Les collaborateurs étaient, lors de la réalisation de mon stage, très sympathique et à l'écoute lors de difficultés rencontrés.",Assistant du manager marketing de l'offre du groupe,4.0,5.0,fr,"[aspect primordial, autonomie rester, carte électronique, collaborateur réalisation, contrôler système, demander autonomie, difficulté rencontrére, doute heure, entreprise.,le collaborateur, horaire contrôler, intéressant part, laisser doute, offre.,ler travail, part mobilité, perspectives évolution, primordial entreprise.,le, rester aspect, réalisation stage, stage sympathique, structuré horaire, système carte, travail structuré, électronique laisser, équipe demander, évolution intéressant, bgl international, heure écouter, international offre.,ler, international perspectives, mobilité international, sympathique écouter, écouter difficulté, écouter équipe, bgl, international, perspectives, évolution, intéressant, part, mobilité, international, offre.,ler, travail, structuré, horaire, contrôler, système, carte, électronique, laisser, doute, heure, écouter, équipe, demander, autonomie, rester, aspect, primordial, entreprise.,le, collaborateur, réalisation, stage, sympathique, écouter, difficulté, rencontrére]"
50,"Auxiliaire d'été (Ancien employé), ","Saint-Ouen, A8",3.0,BNP Paribas,4.0,4.0,6 janvier 2015,Environnement très agréable. Bonne organisation et bonne atmosphère.,Environnement,4.0,4.0,fr,"[agréable bon, bon atmosphère, bon organisation, organisation bon, agréable, bon, organisation, bon, atmosphère]"
51,"Assistant contrôle de gestion (Ancien employé), ","Paris, A8",5.0,BNP Paribas,5.0,5.0,1 janvier 2015,Une entreprise jeune et exigeante ou vous apprenez énormément.,Direction des risques,4.0,3.0,fr,"[entreprise jeun, exigeant apprendre, jeun exigeant, entreprise, jeun, exigeant, apprendre]"
52,"Conseiller Clientèle (Ancien employé), ","Lille, B4",4.0,BNP Paribas,5.0,4.0,16 décembre 2014,"le cadre de travail est des plus agréable, une ambiance de travail chaleureuse. Chaque employé est considéré comme élément indispensable à la réussite collective.",Environnement de travail agréable,4.0,3.0,fr,"[agréable ambiance, chaleureux employé, considérer élément, employé considérer, indispensable réussite, réussite collectif, élément indispensable, ambiance travail, cadre travail, travail agréable, travail chaleureux, cadre, travail, agréable, ambiance, travail, chaleureux, employé, considérer, élément, indispensable, réussite, collectif]"
53,"agent de production domaine fraude (Ancien employé), ","Angers, B5",3.0,BNP Paribas,4.0,4.0,19 novembre 2014,"ambiance agréable au quotidien, collègue de travail toujours présent et disponible",ambiance de travail,3.0,3.0,fr,"[agréable quotidien, ambiance agréable, collègue travail, préser disponible, quotidien collègue, travail préser, ambiance, agréable, quotidien, collègue, travail, préser, disponible]"
54,"Gestionnaire Back Office (Ancien employé), ",PANTIN,0.0,BNP Paribas,0.0,0.0,13 novembre 2014,Expérience enrichissante tant sur le plan professionnel que humain.,Entreprise de grande envergure.,0.0,0.0,fr,"[enrichissant plan, expérience enrichissant, plan professionnel, professionnel humain, expérience, enrichissant, plan, professionnel, humain]"
55,"Analyste (Ancien employé), ",Paris,4.0,BNP Paribas,5.0,4.0,7 novembre 2014,"Equipe très performante et accueillante,Nécessite d'avoir un bon esprit d'analyse et de synthèse,Expérience très enrichissante",Belle expérience,4.0,5.0,fr,"[accueillante,nécessite bon, analyse synthèse,expérience, bon esprit, equipe performant, esprit analyse, performant accueillante,nécessite, synthèse,expérience enrichissant, equipe, performant, accueillante,nécessite, bon, esprit, analyse, synthèse,expérience, enrichissant]"
56,"Chargée gestion de contrats (Ancien employé), ",Rueil Malmaison,5.0,BNP Paribas,5.0,5.0,2 novembre 2014,"Bonne ambiance de travail, bonne équipe, beaucoup d'entraide, j’étais une intérimaire considérée comme une salarié a part entière de la société, avec les mêmes avantages.","Une expérience plus qu'enrichissante, tant sur le niveau professionnel que sur le niveau sociale.",5.0,5.0,fr,"[ambiance travail, considéréer salarié, entier société, entraide intérimaire, intérimaire considéréer, part entier, salarié part, société avantages, équipe entraide, bon ambiance, bon équipe, travail bon, bon, ambiance, travail, bon, équipe, entraide, intérimaire, considéréer, salarié, part, entier, société, avantages]"
57,"Employé de banque (Ancien employé), ",St Amand,4.0,BNP Paribas,4.0,4.0,30 octobre 2014,Expérience concluante sur les démarches commerciales entreprises,x,4.0,3.0,fr,"[commercial entreprise, concluant démarche, démarche commercial, expérience concluant, expérience, concluant, démarche, commercial, entreprise]"
