,authorJob,authorJobLocation,careerOpportunitiesRating,company,compensationAndBenefitsRating,cultureAndValuesRating,reviewDate,reviewDescription,reviewHeadline,seniorLeadershipRating,workLifeBalanceRating,language,tokens
2300,facteur,Bourbourg (59) ; Gravelines ;,,LE GROUPE LA POSTE,,,28 janvier 2016,"expérience très positive ., travail très agréable , et enrichissant",,,,fr,"[agréable enrichissant, expérience positif, positif travail, travail agréable, expérience, positif, travail, agréable, enrichissant]"
2301,Stage secrétariat,Vernon (27),,LE GROUPE LA POSTE,,,27 janvier 2016,"Mes collaborateurs étaient très à l'écoute, une ambiance avec chacun d'entre eux agréable. ,Etant stagiaire, j'ai eu quelques difficultés et chacun d'entre eux était présent lorsque je ne connaissais pas certaines fonctionnalité des sites de la poste...",,,,fr,"[agréable etant, ambiance agréable, collaborateur écouter, connaître fonctionnalité, difficulté préser, etant stagiaire, fonctionnalité site, préser connaître, site ..., stagiaire difficulté, écouter ambiance, collaborateur, écouter, ambiance, agréable, etant, stagiaire, difficulté, préser, connaître, fonctionnalité, site, ...]"
2302,Facteur,Créteil (94),,LE GROUPE LA POSTE,,,26 janvier 2016,"Ce travail est assez simple mais assez dur physiquement car on travaille 6 jours sur 7, ambiance sympathique au travail mais un manager qui nous parlait assez mal a assez dégradé ce travail pourtant facile qui ne dure pas très longtemps",,,,fr,"[6 jour, 7 ambiance, ambiance sympathique, jour 7, manager parler, parler dégrader, simple travailler, travailler 6, dégrader travail, sympathique travail, travail durer, travail manager, travail simple, travail, simple, travailler, 6, jour, 7, ambiance, sympathique, travail, manager, parler, dégrader, travail, durer]"
2303,Agent d'accueil/guichetier,"Cergy, A8",,LE GROUPE LA POSTE,,,26 janvier 2016,Une très bonne ambiance dans les équipes pour favoriser le dynamisme et la productivité de chacun.,,,,fr,"[ambiance équipe, bon ambiance, dynamisme productivité, favoriser dynamisme, équipe favoriser, bon, ambiance, équipe, favoriser, dynamisme, productivité]"
2304,Trieur et livreur,"Chaumont, A4",,LE GROUPE LA POSTE,,,25 janvier 2016,"Travail agréable,Salaire évolutif,Plan de carrière,Personnel et direction agréable",,,,fr,"[agréable,salaire évolutif,plan, carrière,personnel direction, direction agréable, travail agréable,salaire, évolutif,plan carrière,personnel, travail, agréable,salaire, évolutif,plan, carrière,personnel, direction, agréable]"
2305,CDD de 2 mois Facteur,"Clermont-Ferrand, 98",,LE GROUPE LA POSTE,,,23 janvier 2016,"Journée longue, surtout en été avec la chaleur. Mais je ne retiens que de bonnes choses de mon expérience de déménageur.",,,,fr,"[bon choses, chaleur retenir, choses expérience, expérience déménageur, journée longu, longu chaleur, retenir bon, journée, longu, chaleur, retenir, bon, choses, expérience, déménageur]"
2306,GUICHETIER CAISSE COMPTA,"Viry-Châtillon, A8",,LE GROUPE LA POSTE,,,22 janvier 2016,"Première arrivée, préparation des caisses, vérifier la mise en place des documents et lancer tous les système informatiques. Selon le poste j'organise ma journée à l'avance et en cas d'imprévu je gère les priorités, ces imprévu ne sont que des aubaines car ce sont eux qui nous font apprendre chaque jour, le cas exceptionnel, qu'il va falloir résoudre et ce, dans les meilleur délai afin que le client sache qu'il est notre priorité. Le Manager est présent, mais pour ma part, il a surtout un rôle de validation de solution ou pas. Entre ma ténacité, l'expérience des collègues et le manger, le client doit repartir avec le sourire. La vente additionnel est pour moi la plus valorisante, en effet satisfaire la demande d'un client est une évidence, mais le faire repartir avec u produit au qu’elle il n'avait pas forcement pensé, est très gratifiant, car c'est ce rapproché un peut plus chaque foi de ses objectifs.,l'aspect le plus difficile des ces différents poste, était de faire face a un absentéisme régulier sur des effectifs restreint, qui était rapidement effacé avec l'ambiance agréable que l'on construit au fil du temps.",,,,fr,"[absentéisme régulier, additionnel valorisant, agréable construire, aller falloir, ambiance agréable, apprendre jour, arrivée préparation, aspect difficile, caisse vérifier, collègue manger, construire fil, difficile différent, document lancer, effacer ambiance, effectif restreindre, effet satisfaire, exceptionnel aller, expérience collègue, face absentéisme, falloir résoudre, fil temps, foi objectifs.,l, gratifiant rapproché, informatique organiser, journée avance, lancer système, manager préser, meilleur délai, mise place, objectifs.,l aspect, part rôle, penser gratifiant, peut foi, place document, première arrivée, produire penser, préparation caisse, rapproché peut, restreindre effacer, régulier effectif, résoudre meilleur, rôle validation, satisfaire demander, sourire vente, système informatique, ténacité expérience, u produire, validation solution, valorisant effet, vente additionnel, vérifier mise, avance cas, cas exceptionnel, devoir repartir, gérer priorité, imprévu aubaine, imprévu gérer, jour cas, priorité manager, repartir sourire, repartir u, savoir priorité, aubaine faire, client devoir, client savoir, client évidence, demander client, différent faire, délai client, faire apprendre, faire face, manger client, mum journée, mum part, mum ténacité, organiser mum, préser mum, solution mum, évidence faire, cas imprévu, priorité imprévu, faire repartir, première, arrivée, préparation, caisse, vérifier, mise, place, document, lancer, système, informatique, organiser, mum, journée, avance, cas, imprévu, gérer, ...]"
2307,Facteur,"Saint-Denis, A8",,LE GROUPE LA POSTE,,,22 janvier 2016,Culture de l'entreprise au niveau de ses salariés qui laisse perplexe.,,,,fr,"[culture entreprise, entreprise niveau, laisser perplexe, niveau salarié, salarié laisser, culture, entreprise, niveau, salarié, laisser, perplexe]"
2308,Factrice,"Reims, A4",,LE GROUPE LA POSTE,,,19 janvier 2016,"(+) Commencer ses journées tôt le matin et finir de bonne heure (si le travail est terminé à temps / Frais de repas remboursés / Salaire convenable,(-) La dureté du travail par temps froid, pluvieux ou trop chaud",,,,fr,"[+ commencer, bon heure, commencer journée, convenable dureté, finir bon, frer repas, froid pluvieux, journée finir, remboursé salaire, repas remboursé, salaire convenable, dureté travail, heure travail, temps frer, temps froid, terminer temps, travail terminer, travail temps, +, commencer, journée, finir, bon, heure, travail, terminer, temps, frer, repas, remboursé, salaire, convenable, dureté, travail, temps, froid, pluvieux]"
2309,Agent de tri postal,"Grenoble, B9",,LE GROUPE LA POSTE,,,18 janvier 2016,"Traitement de courriers, de colis.,Travail effectué de nuit donc salaire assez convenable,Point négatif épuisant",,,,fr,"[colis.,travail effectuer, convenable,point épuiser, courrier colis.,travail, effectuer nuit, nuit salaire, salaire convenable,point, traitement courrier, traitement, courrier, colis.,travail, effectuer, nuit, salaire, convenable,point, épuiser]"
2310,Agent de collecte,"La Valette-du-Var, B8",,LE GROUPE LA POSTE,,,17 janvier 2016,"Très bonne entreprise, agréable et très bien organisé. Bonne entente entre les employés et les supérieurs. Sur chaque tournée il y a 1 journée formation très bien expliqué par un des employés.",,,,fr,"[1 journée, agréable organiser, entreprise agréable, formation expliquer, journée formation, supérieur tournée, tournée 1, bon entente, bon entreprise, employé supérieur, entente employé, expliquer employé, organiser bon, bon, entreprise, agréable, organiser, bon, entente, employé, supérieur, tournée, 1, journée, formation, expliquer, employé]"
2311,Chargée d'accueil relation client et usagers,Thuir (66),,LE GROUPE LA POSTE,,,17 janvier 2016,"Bon esprit d'équipe,Beaucoup d'entraide entre le personnel,Bon accueil vis à vis des clients,Bien encadré par les supérieurs",,,,fr,"[bon esprit, clients,bien encadrer, encadrer supérieur, entraide personnel,bon, esprit équipe,beaucoup, personnel,bon accueil, équipe,beaucoup entraide, accueil vi, vi clients,bien, vi vi, bon, esprit, équipe,beaucoup, entraide, personnel,bon, accueil, vi, vi, clients,bien, encadrer, supérieur]"
2312,vendeuse polyvalente,"Boulogne-Billancourt, A8",,LE GROUPE LA POSTE,,,16 janvier 2016,"Une journée de travail typique ? ,- J'arrive le matin, je vais chercher ma veste la poste et mon badge ensuite je vais au point d'accueil, j'accueil les clients écoute leur demande, s'il veulent retirer un colis je prend leur récépissé je le scanne et l'ordinateur me sort un numéro de colis je vais donc le chercher dans la réserve, je fais signé la personne qui reçoit le colis et je n'oublie pas de le valider sur l'ordinateur. ,Si une personne veut un timbre, je l'accompagne et lui explique le fonctionnement des guichets automatique. S'il à besoin de monnaie, je lui en fait. ,Sil une personne veut acheter des lettres, colis etc.. je scanne puis lui vend. ,Si une personne veut envoyez un colis je m'en occupe au guichet, lettre recommandé également.,Je m'occupé le plus souvent du guichet timbre colis, vente.. quand quelqu'un avait besoin de conseils niveau banque je faisait de mon mieux pour le guider. ,J'ai aussi fait beaucoup de prospection à la sortie de leur forfait téléphonique, et pour de nouvelle assurance vie.  ,Il y a beaucoup d'opportunités de développement, en ayant discuté avec le reste du personnel qui la plupart en tous débuté en tant que facteur/trice. ,Le management est top, la poste est un groupe bien organisé et qui à des heures précises. ,Il n'y a pas plus d'aspect difficile que dans un autre lieu de travail, si tu aime ce que tu fais, tout est simple !",,,,fr,"[accompagner expliquer, aspect difficile, assurance vie, autre lieu, clients écouter, conseil niveau, difficile autre, discuter rester, débuter facteur, développement discuter, facteur top, forfait téléphonique, heure précis, mum veste, niveau banque, nouvel assurance, opportunité développement, organiser heure, oublier valider, personnel plupart, plupart débuter, prendre récépissé, prospection sortie, précis aspect, recommander également.,je, rester personnel, signer recevoir, sortie forfait, sortir numéro, top organiser, typique arriver, téléphonique nouvel, vente quelqu, veste badge, vie opportunité, écouter demander, accueil clients, acheter lettre, automatique besoin, besoin conseil, besoin monnaie, chercher mum, chercher réserve, etc scanne, journée travail, lettre recommander, lieu travail, ordinateur sortir, quelqu besoin, récépissé scanne, scanne vendre, timbre accompagner, travail aimer, travail typique, valider ordinateur, également.,je occuper, arriver aller, badge aller, expliquer guichet, guichet automatique, aller chercher, occuper guichet, accueil accueil, demander vouloir, scanne ordinateur, sil vouloir, vendre vouloir, vouloir acheter, vouloir envoyer, vouloir retirer, aimer faire, banque faire, faire guider, faire prospection, faire signer, faire sil, faire simple, guider faire, monnaie faire, réserve faire, aller accueil, colis etc, colis oublier, colis prendre, colis vente, envoyer colis, guichet lettre, guichet timbre, numéro colis, recevoir colis, retirer colis, ordinateur vouloir, vouloir timbre, colis occuper, lettre colis, timbre colis, colis aller, journée, travail, typique, ...]"
2313,Factrice,"Auterive, B3",,LE GROUPE LA POSTE,,,16 janvier 2016,"Arrivé, tri du courrier en case, une fois terminé, on tri par nom et numéro de rue pour facilité la distribution, on case le tout dans une caisse, que l'on charge en voiture. On s'occupe ensuite des colis que l'on tchek sur la liste que le guichet à sortie pour nous assurer que rien ne manque, Ainsi que les lettres recommander et colis étranger. Une fois le véhicule charger la tourné commence. Une fois terminer le retour ramener colis ou lettre a remettre pour le lendemain.,L'aspect le plus difficile, ce serai pour moi l'effort physique que de monter et descendre de la voiture a chaque boite au lettre.,Le plus agréable, était certainement la liberté de mes mouvements et de mon organisation et de le responsabilité que l'on me donne.",,,,fr,"[agréable liberté, arriver tri, aspect difficile, assurer manquer, boiter lettre.,le, caser caisse, courrier case, difficile effort, distribution caser, effort physique, facilité distribution, guichet sortie, lendemain.,l aspect, lettre.,le agréable, liberté mouvement, liste guichet, monter descendre, mouvement organisation, nom numéro, numéro rue, organisation responsabilité, physique monter, remettre lendemain.,l, responsabilité donner, retour ramener, rue facilité, sortie assurer, tchek liste, tourné commencer, tri courrier, trir nom, caisse charger, charger tourné, descendre voiture, lettre recommander, lettre remettre, manquer lettre, terminer retour, terminer trir, voiture boiter, voiture occuper, véhicule charger, case fois, colis tchek, colis étranger, commencer fois, fois véhicule, occuper colis, ramener colis, recommander colis, étranger fois, fois terminer, charger voiture, colis lettre, arriver, tri, courrier, case, fois, terminer, trir, nom, numéro, rue, facilité, distribution, caser, caisse, charger, voiture, occuper, colis, tchek, liste, guichet, sortie, assurer, manquer, lettre, recommander, colis, étranger, fois, véhicule, charger, tourné, commencer, fois, terminer, retour, ramener, colis, lettre, remettre, lendemain.,l, aspect, difficile, effort, physique, monter, ...]"
2314,Agent de tri,"Créteil, A8",,LE GROUPE LA POSTE,,,14 janvier 2016,"une très belle équipe qui prend sont temps de vous informer de la gestion de l'entreprise .,Un travaille dans de bonne condition .",,,,fr,"[.,un travailler, bel équipe, bon condition, entreprise .,un, gestion entreprise, informer gestion, prendre temps, temps informer, travailler bon, équipe prendre, bel, équipe, prendre, temps, informer, gestion, entreprise, .,un, travailler, bon, condition]"
2316,facteur colis,"La Courneuve, A8",,LE GROUPE LA POSTE,,,14 janvier 2016,"le travail à la Poste est une routine, arrivée au bureau ouverture des postes guichet, mise en place des sous caisses vérification de l'achalandement des produits en rayons, ouverture du bureau et accueil des clients.,Il est possible à la Poste de monter en grade mais sous certaines conditions avoir un dossier bien noté sur 3 ans une seule mauvaises notes et la montée en grade est retardée.,Niveau management rien à dire nos supérieurs étaien des personnes connaissant le travail qui donnait de précieux conseil et toujours à l'écoute de chacuns, La Poste est une grande famille chacun se connaît, on travaille beaucoup en équipe, on se soutient tous lorsqu'un client devient méchant ou aggressif.,Le plus difficile dans ce métier c'est de connaître tous les produits de la Poste au tout départ nous n'étions que des vendeurs en l'espace de 10 ans nous sommes devenu des banquiers, des assureurs et des vendeurs en téléphonie.,Le plus agréable est le sourire du client quand l'information ou la réponse que nous lui apportons lui donne entière satisfaction, et quand il revient nous voir avec ce sourire pour nous dire merci on sait que nous avons fait du bon travail.",,,,fr,"[10 sommer, 3 seule, accueil clients.,il, aggressif.,le difficile, banquier assureur, caisse vérification, chacun grand, clients.,il possible, condition dossier, conseil écouter, difficile métier, dossier noter, entier satisfaction, espace 10, faire bon, grand famille, guichet miser, information réponse, mauvais notes, merci savoir, miser place, mécher aggressif.,le, noter 3, notes montée, place caisse, possible monter, postes guichet, précieux conseil, revenir voir, routine arrivée, réponse apporton, satisfaction revenir, savoir faire, seule mauvais, supérieur étaien, travailler équipe, téléphonie.,le agréable, écouter chacun, équipe soutenir, étaien person, agréable sourire, apporton donner, arrivée bureau, assureur vendeur, bureau accueil, client information, devenir banquier, devenir mécher, dire merci, dire supérieur, donner entier, donner précieux, départ vendeur, grade condition, grade retardée.,niveau, monter grade, montée grade, ouverture postes, produit départ, produit rayons, rayons ouverture, retardée.,niveau dire, sommer devenir, soutenir client, vendeur espace, vendeur téléphonie.,le, voir sourire, vérification produit, bon travail, connaître travailler, famille connaître, métier connaître, person connaître, travail routine, bureau ouverture, client devenir, ouverture bureau, sourire client, sourire dire, connaître produit, travail donner, connaître travail, travail, routine, arrivée, bureau, ouverture, postes, guichet, miser, place, caisse, vérification, produit, rayons, ouverture, bureau, accueil, clients.,il, possible, ...]"
2317,Factrice,Sainte-Menehould (51),,LE GROUPE LA POSTE,,,14 janvier 2016,Avis négatif car se n'est pas mon métier de référence. Peu de formation (2 jours),,,,fr,"[2 jour, avis métier, formation 2, métier référence, référence formation, avis, métier, référence, formation, 2, jour]"
2318,Gestion du courrier retour et des recommandés,"Anglet, 97",,LE GROUPE LA POSTE,,,13 janvier 2016,"bonne ambiance ,travail dempandant rigueur et un bon physique",,,,fr,"[ambiance travail, dempandant rigueur, travail dempandant, bon ambiance, bon physique, rigueur bon, bon, ambiance, travail, dempandant, rigueur, bon, physique]"
2319,CDD Facteur,Villepinte (93),,LE GROUPE LA POSTE,,,13 janvier 2016,"tri/faire du velo/distribuer/relation client,avantageux,hyper efficace,aucun,aucun,diversité , relation client",,,,fr,"[client,avantageux,hyper efficace,aucun,aucun,diversité, efficace,aucun,aucun,diversité relation, relation client, tri velo, velo client,avantageux,hyper, tri, velo, client,avantageux,hyper, efficace,aucun,aucun,diversité, relation, client]"
2320,Stage,Moret-sur-Loing (77),,LE GROUPE LA POSTE,,,11 janvier 2016,il me reste encore un dernier mois de stage pour finir ma formation commerciale et cela m'as fait avancer pour ma carrière professionnelle.,,,,fr,"[carrière professionnel, commercial faire, dernier mois, faire avancer, formation commercial, mois stage, rester dernier, stage finir, avancer mum, finir mum, mum carrière, mum formation, rester, dernier, mois, stage, finir, mum, formation, commercial, faire, avancer, mum, carrière, professionnel]"
2321,Facteur,"Lille, B4",,LE GROUPE LA POSTE,,,8 janvier 2016,j ai passe 30 ans au sein de cette entreprise ou j ai appris a etre a l ecoute des clients mais aussi des collègues  je garderais a un tres bon souvenir de cette entreprise,,,,fr,"[30 sein, apprendre ecoute, bon souvenir, clients collègue, collègue garder, ecoute clients, garder tre, passer 30, tre bon, entreprise apprendre, sein entreprise, souvenir entreprise, passer, 30, sein, entreprise, apprendre, ecoute, clients, collègue, garder, tre, bon, souvenir, entreprise]"
2322,Factrice - La,"Colmar, C1",,LE GROUPE LA POSTE,,,8 janvier 2016,"le métier de facteur est un travail ou il faut savoir travailler seul être organisé, avoir beaucoup de mémoire, être ponctuel ,rigoureux ,c'est un travaille ou l'on commence tôt car avant de partir en tournée il y a toute une organisation de préparation et en ayant fait se métier pendant 2 ans je suis capable de travailler seule et de m'organiser mais être facteur est aussi un esprit d'équipe et avoir une bonne relation clientèle",,,,fr,"[2 suivre, bon relation, commencer partir, esprit équipe, falloir savoir, mémoire ponctuel, organisation préparation, partir tournée, ponctuel rigoureux, préparation faire, relation clientèle, rigoureux travaille, suivre capable, tournée organisation, travail falloir, travaille commencer, équipe bon, capable travailler, facteur esprit, facteur travail, faire métier, métier 2, organiser mémoire, savoir travailler, seule organiser, travailler seule, métier facteur, organiser facteur, travailler organiser, métier, facteur, travail, falloir, savoir, travailler, organiser, mémoire, ponctuel, rigoureux, travaille, commencer, partir, tournée, organisation, préparation, faire, métier, 2, suivre, capable, travailler, seule, organiser, facteur, esprit, équipe, bon, relation, clientèle]"
2323,Agent de quai,"Rennes, A2",,LE GROUPE LA POSTE,,,6 janvier 2016,j'ai pu travailler en tant que intérimaire et je ne regrette pas. bonne ambiance,,,,fr,"[bon ambiance, intérimaire regretter, pouvoir travailler, regretter bon, travailler intérimaire, pouvoir, travailler, intérimaire, regretter, bon, ambiance]"
2324,Assistante administrative,"Annecy, B9",,LE GROUPE LA POSTE,,,2 janvier 2016,"Entreprise peu sérieuse, clients trop nerveux parfois. J'ai vraiment vraiment été déçue par l'ambiance qu'il régnait au sein même de l'entreprise. Les salariés sont trop imbus de leur personne pour la plupart. Trop de réclamations sont à déplorer chaque jour. Les gens sont souvent mécontents de la Poste et y vont par défaut de concurrents.",,,,fr,"[aller défaut, ambiance régner, clients nerveux, défaut concurrent, déplorer jour, déçuer ambiance, gen mécontent, imbu plupart, jour gen, mécontent aller, nerveux déçuer, plupart réclamation, réclamation déplorer, régner sein, salarié imbu, sérieux clients, entreprise salarié, entreprise sérieux, sein entreprise, entreprise, sérieux, clients, nerveux, déçuer, ambiance, régner, sein, entreprise, salarié, imbu, plupart, réclamation, déplorer, jour, gen, mécontent, aller, défaut, concurrent]"
2325,Conseiller de vente stagiaire,"Charenton-le-Pont, A8",,LE GROUPE LA POSTE,,,28 décembre 2015,"Stage vite ennuyant on a rapidement fais le tour mais c'est une bonne première expérience en entreprise je le conseil moyennement parce les clients ne sont pas toujours sympas et viennent essentiellement pour gueuler,Je ne le recommande pas aux personne qui ont besoin de calme",,,,fr,"[besoin calme, bonne première, clients sympa, conseil clients, ennuyant faire, entreprise conseil, expérience entreprise, faire tour, gueuler,je recommander, première expérience, recommander besoin, stage ennuyant, sympa venir, tour bonne, venir gueuler,je, stage, ennuyant, faire, tour, bonne, première, expérience, entreprise, conseil, clients, sympa, venir, gueuler,je, recommander, besoin, calme]"
2326,Factrice en CDI,"Montrouge, A8",,LE GROUPE LA POSTE,,,24 décembre 2015,"Simple job étudiant,pas d'opportunités de développement ,pas en lien avec mes études de management",,,,fr,"[développement lien, job étudiant,pa, lien étude, opportunité développement, simple job, étudiant,pa opportunité, simple, job, étudiant,pa, opportunité, développement, lien, étude]"
2327,Facteur,"Taverny, A8",,LE GROUPE LA POSTE,,,22 décembre 2015,"trie , picage , trie sur notre position de travail , distribution du courrier .",,,,fr,"[distribution courrier, position travail, travail distribution, picage trier, trier picage, trier position, trier, picage, trier, position, travail, distribution, courrier]"
2328,Chargée d accueil/guichetière,"Pont-Évêque, B9",,LE GROUPE LA POSTE,,,16 décembre 2015,"travail agréable surtout au guichet, bonne contact avec la clientele",,,,fr,"[agréable guichet, bon contact, contact clientele, guichet bon, travail agréable, travail, agréable, guichet, bon, contact, clientele]"
2329,GUICHETIERE,Mazamet (81),,LE GROUPE LA POSTE,,,14 décembre 2015,"Le travail au guichet n'est pas si simple, comme dans toutes sociétés où les collaborateurs sont en relation avec du public,,Mais dans l'ensemble, tout allait bien, y compris avec mes collègues. Je n'ai rien noté de négatif dans ce poste.",,,,fr,"[aller comprendre, collaborateur relation, collègue noter, comprendre collègue, guichet simple, où collaborateur, public,,mai aller, relation public,,mai, simple société, société où, travail guichet, travail, guichet, simple, société, où, collaborateur, relation, public,,mai, aller, comprendre, collègue, noter]"
2330,Facteur,"Vic-en-Bigorre, B3",,LE GROUPE LA POSTE,,,12 décembre 2015,"J'ai effectué un remplacement dans le groupe La Poste, c'est un travail très agréable, qui permet d'entretenir une sociabilité et un contact plaisant avec les clients et collègues. L'aspect le plus difficile reste toujours de retenir le circuit.",,,,fr,"[agréable permettre, aspect difficile, clients collègue, collègue aspect, contact plaire, difficile rester, effectuer travail, entretenir sociabilité, permettre entretenir, plaire clients, rester retenir, retenir circuit, sociabilité contact, travail agréable, effectuer, travail, agréable, permettre, entretenir, sociabilité, contact, plaire, clients, collègue, aspect, difficile, rester, retenir, circuit]"
2331,Guichetière,Houdan (78),,LE GROUPE LA POSTE,,,11 décembre 2015,"j'ai adoré de travailler au bureau de poste de houdan comme guichetière.j ai eu une directrice remarquable et un adjoint génial.,Mes collègues m ont intégrés tout de suite au seins du groupe et j' ai appris rapidement le fonctionnement du bureau de poste de houdan.,j' ai eu aucune difficulté des objectives qu on m'a demandé grace à cette ambiance au bureau de poste de houdan.,Ce qui est dommage,on voulait m embaucher mais malheureusement la  poste n embauché pas actuellement.",,,,fr,"[adjoint génial.,me, adorer travailler, collègue intégré, demander grace, difficulté objectif, directrice remarquable, dommage,on vouloir, grace ambiance, guichetière.j directrice, génial.,me collègue, houdan guichetière.j, houdan.,ce dommage,on, houdan.,j difficulté, intégré suite, objectif qre, qre demander, remarquable adjoint, sein apprendre, suite sein, vouloir embaucher, ambiance bureau, apprendre bureau, bureau houdan, bureau houdan.,ce, bureau houdan.,j, travailler bureau, embaucher embaucher, adorer, travailler, bureau, houdan, guichetière.j, directrice, remarquable, adjoint, génial.,me, collègue, intégré, suite, sein, apprendre, bureau, houdan.,j, difficulté, objectif, qre, demander, grace, ambiance, bureau, houdan.,ce, dommage,on, vouloir, embaucher, embaucher]"
2332,GUICHETIERE,"Brumath, C1",,LE GROUPE LA POSTE,,,10 décembre 2015,"Tout d'abord avant l'ouverture, je vérifie avec ma collègue l'état de la salle du public donc voir si il ne manque rien dans les rayons, des bordereaux à disposition des clients et le fonctionnement des machines en libre-service.",,,,fr,"[abord ouverture, bordereaux disposition, clients machines, collègue état, disposition clients, machines libre-service, manquer rayons, mum collègue, ouverture vérifier, public voir, rayons bordereaux, salle public, voir manquer, vérifier mum, état salle, abord, ouverture, vérifier, mum, collègue, état, salle, public, voir, manquer, rayons, bordereaux, disposition, clients, machines, libre-service]"
2333,FACTEUR,"Salles, 97",,LE GROUPE LA POSTE,,,9 décembre 2015,"plus de 10 ans effectués en tant que reporter photographe, permettant de développer ses capacités d'adaptation et management",,,,fr,"[10 effectuére, capacité adaptation, développer capacité, effectuére reporter, permettre développer, photographe permettre, reporter photographe, 10, effectuére, reporter, photographe, permettre, développer, capacité, adaptation]"
2334,Responsable Service,Mulhouse (68),,LE GROUPE LA POSTE,,,2 décembre 2015,"Vérification des résultats de ventes du jour précédent, brief des agents, mise en place de challenges (individuel et/ou en équipe) afin d'atteindre les objectifs commerciaux.Planning (congés, arrêt maladie, polyvalence des agents) accompagnement des agents (montée en compétences) interventions auprès des clients (agents en difficulté, gestion des litiges).",,,,fr,"[arrêt maladie, atteindre objectif, challenge individuel, commerciaux.planning congé, compétence intervention, congé arrêt, difficulté gestion, gestion litige, individuel équipe, intervention clients, jour précédent, maladie polyvalence, miser place, montéer compétence, objectif commerciaux.planning, place challenge, précédent brief, résultat vent, vent jour, vérification résultat, équipe atteindre, agent difficulté, agent miser, agent montéer, brief agent, clients agent, polyvalence agent, agent agent, vérification, résultat, vent, jour, précédent, brief, agent, miser, place, challenge, individuel, équipe, atteindre, objectif, commerciaux.planning, congé, arrêt, maladie, polyvalence, agent, agent, montéer, compétence, intervention, clients, agent, difficulté, gestion, litige]"
2335,Stage ouvrier ; Facteur,Paris (75),,LE GROUPE LA POSTE,,,28 novembre 2015,"Travail de groupe dans un cadre très convivial. Être facteur n'est pas facile il faut braver les intempéries , la paresse , être très motivée, et garder le sourire face aux clients de la poste en cas de livraison de recommandés.",,,,fr,"[braver intempérie, cadre convivial, cas livraison, clients cas, convivial facteur, face clients, facteur falloir, falloir braver, garder sourire, intempérie paresse, livraison recommandé, motivéer garder, paresse motivéer, sourire face, travail cadre, travail, cadre, convivial, facteur, falloir, braver, intempérie, paresse, motivéer, garder, sourire, face, clients, cas, livraison, recommandé]"
2337,Manutentionnaire,"Gennevilliers, A8",,LE GROUPE LA POSTE,,,27 novembre 2015,"Beaucoup de manutention, beaucoup de redondance aux niveaux des tâches mais j'en garde tout de même un bon souvenir car le personnel ainsi que les responsables étaient tous très gentils et très à l'écoute. j'ai préféré faire une reconversion professionnelle au bout de 2 ans passé chez La Poste car je souhaitais plutôt me diriger vers une carrière d'ouvrier de chantier ou de conducteur d'engins afin de pouvoir travailler en extérieur et être dans le domaine du bâtiment ou des travaux publics.",,,,fr,"[2 passer, bon souvenir, bout 2, bâtiment travau, carrière ouvrier, chantier conducteur, conducteur engin, diriger carrière, domaine bâtiment, engin pouvoir, extérieur domaine, faire reconversion, garde bon, gentil écouter, manutention redondance, niveaux tâche, ouvrier chantier, passer souhaiter, personnel responsable, pouvoir travailler, professionnel bout, préférer faire, reconversion professionnel, redondance niveaux, responsable gentil, souhaiter diriger, souvenir personnel, travailler extérieur, travau public, tâche garde, écouter préférer, manutention, redondance, niveaux, tâche, garde, bon, souvenir, personnel, responsable, gentil, écouter, préférer, faire, reconversion, professionnel, bout, 2, passer, souhaiter, diriger, carrière, ouvrier, chantier, conducteur, engin, pouvoir, travailler, extérieur, domaine, bâtiment, travau, public]"
2338,Facteur,"Villé, C1",,LE GROUPE LA POSTE,,,26 novembre 2015,"L'ambiance dans l'entreprise était correcte, les collègues s'entendais tous bien entre eux, le problème est le temps d'adaptation il faut au moins un mois pour bien connaitre sont circuit et pour trier correctement le courrier avant de partir le livrer, du coup tout les jours je prenais du retard sur le courrier et les collègue devaient m'aider. Ce qui me donnais un peu une sensation d'être mauvais et de ne jamais pouvoir réussir ma livraison complètement.",,,,fr,"[adaptation falloir, aider donner, ambiance entreprise, circuit trier, connaitre circuit, coup jour, devoir aider, donner sensation, entendre problème, entreprise correcte, falloir mois, jour prendre, livrer coup, mauvais pouvoir, mois connaitre, mum livraison, partir livrer, pouvoir réussir, prendre retard, problème temps, réussir mum, sensation mauvais, temps adaptation, collègue devoir, collègue entendre, correcte collègue, courrier partir, retard courrier, trier courrier, courrier collègue, ambiance, entreprise, correcte, collègue, entendre, problème, temps, adaptation, falloir, mois, connaitre, circuit, trier, courrier, partir, livrer, coup, jour, prendre, retard, courrier, collègue, devoir, aider, donner, sensation, mauvais, pouvoir, réussir, mum, livraison]"
2339,Facteur,"Saint-Étienne, B9",,LE GROUPE LA POSTE,,,26 novembre 2015,"Bonne ambiance avec les collègues le matin au trie.,Savoir gérer son temps et s'organiser seul sur sa tournée.,Bonne relation avec les clients",,,,fr,"[ambiance collègue, bon ambiance, collègue trie.,savoir, gérer temps, organiser tournée.,bonne, relation clients, temps organiser, tournée.,bonne relation, trie.,savoir gérer, bon, ambiance, collègue, trie.,savoir, gérer, temps, organiser, tournée.,bonne, relation, clients]"
